category,name,image_url,description,price,url
Desktop,Asus Nuc 14 Essential Core 3 N355 Portable Mini Pc,https://www.startech.com.bd/image/cache/catalog/mini-pc/asus/asus-nuc-14-essential/asus-nuc-14-essential-1-228x228.webp,"[{'feature': 'Processor: Intel Core 3 N355'}, {'feature': 'Graphics: Integrated, Intel Graphics'}, {'feature': 'WLAN: Intel Wi-Fi 6E AX211 (Gig+), Bluetooth 5.3'}, {'feature': 'LAN: 1 x Realtek Ethernet Controller RTL8125BG-CG, 2.5G'}]","36,000৳",
Desktop,Intel 12th Gen Core i5-12400 Desktop PC,https://www.startech.com.bd/image/cache/catalog/desktop-pc/desktop-offer/intel-12th-gen-core-i5-12400-desktop-pc-005-228x228.webp,"[{'feature': 'Intel 12th Gen Core i5-12400 Alder Lake Processor'}, {'feature': 'MSI PRO H610M-S DDR4 m-ATX Motherboard'}, {'feature': 'Colorful Battle-AX DDR4 8GB 3200MHz Desktop RAM'}, {'feature': 'MiPhi MP300G3 256GB M.2 PCIe Gen3 NVMe SSD'}]","36,800৳",
Desktop,"dHP R240 Core i5 4th Gen 23.8"" FHD All-in-One PC",https://www.startech.com.bd/image/cache/catalog/all-in-one-pc/dhp/r240/r240-01-228x228.webp,"[{'feature': 'Processor: Intel Core i5 4th Generation'}, {'feature': 'RAM: 8GB DDR3, Storage: 256GB SSD'}, {'feature': 'Display: 23.8"" FHD (1920x1080), LED IPS, 2ms, 250nits'}, {'feature': 'Features: Built-in 2.0 Stereo Speaker, Wireless Keyboard Mouse Combo'}]","40,000৳",
Desktop,AMD Ryzen 5 5600G Budget Desktop PC,https://www.startech.com.bd/image/cache/catalog/desktop-pc/desktop-offer/amd-ryzen-5-budget-desktop-pc-005-228x228.webp,"[{'feature': 'AMD Ryzen 5 5600G Processor with Radeon Graphics (CN)'}, {'feature': 'MSI A520M-A Pro AM4 AMD Micro-ATX Motherboard'}, {'feature': 'Corsair Vengeance LPX 8GB 3200MHz DDR4 Desktop RAM x 2'}, {'feature': 'Western Digital Green SN350 500GB M.2 NVMe Gen3 SSD'}]","39,900৳",
Desktop,Asus ExpertCenter PN64 Core i3 12th Gen Portable Mini PC,https://www.startech.com.bd/image/cache/catalog/mini-pc/asus/expertcenter-pn64-mini-pc/expertcenter-pn64-mini-pc-01-228x228.webp,"[{'feature': 'Processor: Intel Core i3-1220P Processor, 28W TDP'}, {'feature': 'RAM Support:  Max. 16GB (No Installed RAM)'}, {'feature': 'Storage: 1 x M.2 2280 PCIe Gen4x4, supports 256GB~2TB NVMe SSD'}, {'feature': 'Graphics: Integrated, Intel UHD Graphic'}]","41,000৳",
Desktop,"TECLAST K24 Air Intel Celeron N5095 24"" FHD All-in-One PC",https://www.startech.com.bd/image/cache/catalog/all-in-one-pc/teclast/k24-air/k24-air-01-228x228.webp,"[{'feature': 'Processor: Intel Celeron N5095 (6M Cache, up to 3.40 GHz)'}, {'feature': 'RAM: 8GB DDR4, Storage: 512GB SSD'}, {'feature': 'Display: 23.8"" FHD (1920x1080)'}, {'feature': 'Features: Built-in Speaker, High Definition Audio'}]","42,000৳",
Desktop,Asus NUC 13 Pro Core i3 13th Gen Portable Mini Pc,https://www.startech.com.bd/image/cache/catalog/mini-pc/asus/nuc-13-pro/asus-nuc-13-pro-1-228x228.webp,"[{'feature': 'Processor: Intel Core i3 1315U Processor, cTDP 20W'}, {'feature': 'Graphics: Intel UHD Graphics'}, {'feature': 'WLAN: Intel Wi-Fi 6E (Gig+), Bluetooth 5.2'}, {'feature': 'LAN: Intel Ethernet Controller I226-V/LM, 2.5G'}]","46,500৳",
Desktop,Dell VOSTRO 3030 MT Core i3 12th Gen Brand PC (Upgraded),https://www.startech.com.bd/image/cache/catalog/desktop-pc/brand-pc/dell/vostro-3030-mt/vostro-3030-mt-01-228x228.webp,"[{'feature': 'Processor: Intel Core i3-12100 (12MB cache, 3.50 GHz to 4.30 GHz Turbo)'}, {'feature': 'RAM: 8GB DDR5 5600 MHz, Storage: 512GB NVMe PCIe SSD'}, {'feature': 'Graphics: Intel UHD Graphics 730'}, {'feature': 'Dell USB Keyboard & Mouse, Wi-Fi, BT'}]","46,500৳",
Desktop,"dHP E270 Core i5 7th Gen 27"" FHD All-in-One PC",https://www.startech.com.bd/image/cache/catalog/all-in-one-pc/dhp/e270/e270-01-228x228.webp,"[{'feature': 'Processor: Intel Core i5-7200U 7th Generation'}, {'feature': 'RAM: 16GB DDR4, Storage: 512GB SSD'}, {'feature': 'Display: 27"" FHD (1920x1080), LED IPS, 2ms, 250nits'}, {'feature': 'Features: Built-in Speaker, 3MP WebCam, Wireless Keyboard Mouse Combo'}]","46,800৳",
Desktop,Lenovo IdeaCentre 3 07IRB8 Core i3 13th Gen Brand PC,https://www.startech.com.bd/image/cache/catalog/brand-pc/lenevo/ideacentre-3-07irb8/ideacentre-3-07irb8-01-228x228.webp,"[{'feature': 'Processor: Intel Core i3-13100 (12M Cache, up to 4.5GHz)'}, {'feature': 'RAM: 8GB DDR4, Storage: 512GB M.2 2280 PCIe SSD'}, {'feature': 'Graphics: Integrated, Intel UHD Graphics 730'}, {'feature': 'USB Calliope Keyboard & Mouse'}]","48,500৳",
Desktop,ASUS NUC 12 Pro Core i3 12th Gen Portable Mini PC,https://www.startech.com.bd/image/cache/catalog/mini-pc/asus/nuc-12-pro/nuc-12-pro-01-228x228.webp,"[{'feature': 'Processor: Intel Core i3 1220P (up to 4.4 GHz, 10-core)'}, {'feature': 'RAM: Up to 64GB dual-channel DDR4-3200 SODIMMs'}, {'feature': 'Storage: 1x M.2 22×80 key M slot for PCIe x4 Gen 4 NVMe SSD'}, {'feature': 'Graphics: Integrated, Intel UHD Graphic'}]","48,500৳",
Desktop,HP Pro Tower 290 G9 Core i3 12th Gen Brand PC,https://www.startech.com.bd/image/cache/catalog/brand-pc/hp-aio/pro-tower-290-g9/pro-tower-290-g9-01-228x228.webp,"[{'feature': 'Processor: Intel Core i3-12100 (12 MB L3 cache, up to 4.3 GHz)'}, {'feature': 'RAM: 8GB DDR4-3200 MHz, Storage: 512 GB PCIe NVMe M.2 SSD'}, {'feature': 'Graphics: Intel UHD Graphics 730'}, {'feature': 'Features: HP 125 Wired Mouse & Keyboard'}]","49,000৳",
Desktop,AMD Ryzen 5 5500 Gaming PC,https://www.startech.com.bd/image/cache/catalog/desktop-pc/desktop-offer/amd-ryzen-5-5500-gaming-pc-003-228x228.webp,"[{'feature': 'AMD Ryzen 5 5500 Processor'}, {'feature': 'MSI A520M-A Pro AM4 AMD Micro-ATX Motherboard'}, {'feature': 'Colorful Battle-AX DDR4 8GB 3200MHz Desktop RAM'}, {'feature': 'GUNNIR Intel Arc A380 Index 6G GDDR6 Graphics Card'}]","46,900৳",
Desktop,Lenovo ThinkCentre Neo 50t Gen 4 Core i3 12th Gen Brand PC,https://www.startech.com.bd/image/cache/catalog/brand-pc/lenevo/thinkcentre-neo-50t-/thinkcentre-neo-50t-01-228x228.webp,"[{'feature': 'Processor: Intel Core i3-12100 (12M Cache, 3.30 GHz to 4.30 GHz)'}, {'feature': 'RAM: 8GB DDR4-3200MHz, Storage: 512GB NVMe SSD'}, {'feature': 'Graphics: Integrated, Intel UHD Graphics 730'}, {'feature': 'Lenovo Original USB Keyboard & Mouse'}]","50,000৳",
Desktop,Dell VOSTRO 3030 MT Core i3 14th Gen Brand PC,https://www.startech.com.bd/image/cache/catalog/desktop-pc/brand-pc/dell/vostro-3030-mt/vostro-3030-mt-01-228x228.webp,"[{'feature': 'Processor: Intel Core i3-14100 (12MB cache, 3.50 GHz to 4.70 GHz turbo)'}, {'feature': 'RAM: 8GB DDR5 5600 MHz, Storage: 512GB NVMe PCIe SSD'}, {'feature': 'Graphics: Intel UHD Graphics 730'}, {'feature': 'Dell USB Keyboard & Mouse, Wi-Fi, BT'}]","50,500৳",
Desktop,"AOC A33 Intel Celeron N5095 23.8"" FHD All in One PC",https://www.startech.com.bd/image/cache/catalog/all-in-one-pc/aoc/e33/e33-01-228x228.webp,"[{'feature': 'Processor: Intel Celeron N5095 (6MB Cache, up to 3.40 GHz)'}, {'feature': 'RAM: 8GB DDR4, Storage: 256GB NVMe PCIe SSD'}, {'feature': 'Display: 23.8"" FHD (1920x1080) IPS, 16:9, 250nits'}, {'feature': 'Features: Built-in 2.0 Stereo Speaker, Wireless Keyboard & Mouse'}]","51,200৳",
Desktop,Intel Core i5 14500 14th Gen Desktop PC,https://www.startech.com.bd/image/cache/catalog/desktop-pc/desktop-offer/intel-core-i5-14500-desktop-pc-228x228.webp,"[{'feature': 'Intel 14th Gen Core i5-14500 Raptor Lake Processor (Tray With Fan)'}, {'feature': 'MSI PRO H610M-S DDR4 m-ATX Motherboard'}, {'feature': 'Colorful CN600 PRO 256GB M.2 NVMe SSD'}, {'feature': 'MSI MAG FORGE M100A Micro ATX Tower Gaming Case'}]","51,000৳",
Desktop,Lenovo ThinkCentre Neo 50s Gen 4 Core i3 13th Gen 512GB SSD Brand PC,https://www.startech.com.bd/image/cache/catalog/brand-pc/lenevo/thinkcentre-neo-50t-/thinkcentre-neo-50t-01-228x228.webp,"[{'feature': 'Processor: Intel Core i3-13100 (12M Cache, up to 4.50 GHz)'}, {'feature': 'RAM: 8GB DDR4-3200MHz, Storage: 512GB NVMe SSD'}, {'feature': 'Graphics: Integrated, Intel UHD Graphics 730'}, {'feature': 'Lenovo Original USB Keyboard & Mouse'}]","51,500৳",
Desktop,Acer Veriton MT M4690G Core i3 14th Gen Tower Brand PC,https://www.startech.com.bd/image/cache/catalog/desktop-pc/brand-pc/acer/veriton-m4690g/veriton-m4690g-02-228x228.webp,"[{'feature': 'Processor: Intel 14th Gen Core i3-14100 (up to 4.70 GHz)'}, {'feature': 'RAM: 8GB, Storage: 512GB SSD M.2 NVMe'}, {'feature': 'Acer USB Keyboard & Mouse'}, {'feature': 'Built-in internal Speaker, WiFi, BT'}]","51,500৳",
Desktop,"AOC B911 Intel Celeron N95 23.8"" Full HD All in One PC",https://www.startech.com.bd/image/cache/catalog/all-in-one-pc/aoc/e99-1/e99-1-01-228x228.webp,"[{'feature': 'Processor: Intel Celeron N95 (6MB Cache, up to 3.40 GHz)'}, {'feature': 'RAM: 8GB DDR4, Storage: 256GB NVMe PCIe SSD'}, {'feature': 'Display: 23.8"" FHD (1920x1080) IPS, 16:9, WideScreen'}, {'feature': 'Features: Built-in 2.0 Stereo Speaker, Wireless Keyboard & Mouse'}]","51,990৳",
Desktop,AMD Ryzen 5 7600 Desktop PC,https://www.startech.com.bd/image/cache/catalog/desktop-pc/desktop-offer/amd-ryzen-5-8500g-desktop-pc-38905-228x228.webp,"[{'feature': 'AMD Ryzen 5 7600 Gaming Processor'}, {'feature': 'Asus PRIME A620M-K AM5 mATX Motherboard'}, {'feature': 'Corsair VENGEANCE RGB 16GB DDR5 6000MHz CL36 Desktop RAM'}, {'feature': 'Team MP44L 500GB M.2 PCIe Gen4 NVMe SSD'}]","51,649৳",
Desktop,HP Pro Tower 280 G9 Core i3 12th Gen 8GB RAM Desktop PC,https://www.startech.com.bd/image/cache/catalog/brand-pc/hp-aio/280-pro-g9/280-pro-g9-01-228x228.webp,"[{'feature': 'Processor:  Intel Core i3-12100 (12M Cache, 3.30 GHz to 4.30 GHz)'}, {'feature': 'Memory: 8GB DDR4 RAM'}, {'feature': 'Storage: 512GB SSD'}, {'feature': 'HP USB Keyboard & Mouse'}]","52,500৳",
Desktop,Lenovo ThinkCentre Neo 50t Gen 4 Core i3 13th Gen Brand PC,https://www.startech.com.bd/image/cache/catalog/brand-pc/lenevo/thinkcentre-neo-50t-/thinkcentre-neo-50t-01-228x228.webp,"[{'feature': 'Processor: Intel Core i3-13100 (12M Cache, up to 4.50 GHz)'}, {'feature': 'RAM: 8GB DDR4-3200MHz, Storage: 512GB NVMe SSD'}, {'feature': 'Graphics: Integrated, Intel UHD Graphics 730'}, {'feature': 'Lenovo Original USB Keyboard & Mouse'}]","52,500৳",
Desktop,Dell OptiPlex 7020 MT Core i3 14th Gen Brand PC (Upgraded),https://www.startech.com.bd/image/cache/catalog/brand-pc/dell/optiplex-7020/optiplex-7020-01-228x228.webp,"[{'feature': 'Processor: Intel Core i3-14100 (12M Cache, up to 4.70 GHz)'}, {'feature': 'RAM: 8GB DDR5 4800 MHz, Storage: 512GB PCIe NVMe SSD'}, {'feature': 'GPU: Integrated Intel UHD Graphics 730'}, {'feature': 'Dell Wired Keyboard & Dell Optical Mouse'}]","53,000৳",
Desktop,Dell OptiPlex 7010 Core i3 12th Gen Tower Desktop PC,https://www.startech.com.bd/image/cache/catalog/desktop-pc/dell/optiplex/dell-optiplex-228x228.webp,"[{'feature': 'Processor: Intel Core i3-12100 (12M Cache, 3.30 GHz to 4.30 GHz)'}, {'feature': 'RAM: 8GB DDR4, Storage: 512GB SSD'}, {'feature': 'Graphics: Intel UHD Graphics'}, {'feature': 'Dell Mouse & Keyboard'}]","53,500৳",
Desktop,Dell OptiPlex 7020 Core i3 12th Gen Tower Brand PC,https://www.startech.com.bd/image/cache/catalog/brand-pc/dell/optiplex-7020/optiplex-7020-01-228x228.webp,"[{'feature': 'Processor: Intel Core i3-12100 (12M Cache, up to 4.30 GHz)'}, {'feature': 'RAM: 8GB DDR5 5600MHz, Storage: 512GB PCIe NVMe SSD'}, {'feature': 'IGPU: Integrated Intel UHD Graphics 730'}, {'feature': 'Dell Wired Keyboard & Dell Optical Mouse'}]","55,000৳",
Desktop,Dell VOSTRO 3030 MT Core i5 12th Gen Brand PC (Upgraded),https://www.startech.com.bd/image/cache/catalog/desktop-pc/brand-pc/dell/vostro-3030-mt/vostro-3030-mt-01-228x228.webp,"[{'feature': 'Processor: Intel Core i5-12400 (18MB Cache, 2.50 GHz to 4.40 GHz Turbo)'}, {'feature': 'RAM: 8GB DDR5 5600 MHz, Storage: 512GB NVMe PCIe SSD'}, {'feature': 'Graphics: Intel UHD Graphics 730'}, {'feature': 'Dell USB Keyboard & Mouse, Wi-Fi, BT'}]","56,000৳",
Desktop,Lenovo ThinkCentre neo 50t Gen 5 Core i3 13th Gen Brand PC,https://www.startech.com.bd/image/cache/catalog/brand-pc/lenovo/thinkcentre-neo-50t-gen-5/thinkcentre-neo-50t-gen-5-01-228x228.webp,"[{'feature': 'Processor: Intel Core i3-13100 (12M Cache, up to 4.50 GHz)'}, {'feature': 'RAM: 8GB DDR5-5600MHz, Storage: 512GB M.2 2280 PCIe NVMe SSD'}, {'feature': 'Graphics: Integrated, Intel UHD Graphics 730'}, {'feature': 'Lenovo Original USB Keyboard & Mouse'}]","56,000৳",
Desktop,DELL OptiPlex 7010 Core i3 13th Gen 8GB RAM Desktop PC,https://www.startech.com.bd/image/cache/catalog/desktop-pc/brand-pc/dell/optiplex-7010/optiplex-7010-01-228x228.webp,"[{'feature': 'Processor: Intel Core i3-13100 (12MB cache, 3.40 GHz to 4.50 GHz turbo)'}, {'feature': 'RAM: 8GB DDR4, Storage: 512GB SSD'}, {'feature': 'Graphics: Intel UHD Graphics 730'}, {'feature': 'DELL Mouse & Keyboard'}]","57,500৳",
Desktop,AMD Ryzen 5 8500G Gaming Desktop PC,https://www.startech.com.bd/image/cache/catalog/desktop-pc/desktop-offer/amd-ryzen-5-8500g-gaming-pc-228x228.webp,"[{'feature': 'AMD Ryzen 5 8500G Processor with Radeon Graphics'}, {'feature': 'MSI PRO B650M-P DDR5 AMD AM5 mATX Motherboard'}, {'feature': 'Corsair VENGEANCE RGB 16GB DDR5 6000MHz CL36 Desktop RAM'}, {'feature': 'Colorful CN600 PRO 512GB M.2 NVMe SSD'}]","57,000৳",
Desktop,Asus ExpertCenter PN64 Core i5 12th Gen Portable Mini PC,https://www.startech.com.bd/image/cache/catalog/mini-pc/asus/expertcenter-pn64-mini-pc/expertcenter-pn64-mini-pc-01-228x228.webp,"[{'feature': 'Processor: Intel Core i5-12500H Processor, 35W TDP'}, {'feature': 'RAM: 2 x DDR5 4800MHz - 7200HZ (Supported)'}, {'feature': 'Storage: 1 x 6Gb/s SATA, 1 x M.2 2280 PCIe Gen3 Slot'}, {'feature': 'Graphics: Integrated, Intel Iris Xe Graphic'}]","58,000৳",
Desktop,HP Pro Tower 290 G9 Core i5 12th Gen Brand PC (Upgraded),https://www.startech.com.bd/image/cache/catalog/brand-pc/hp-aio/pro-tower-290-g9/pro-tower-290-g9-01-228x228.webp,"[{'feature': 'Processor: Intel Core i5-12400 (18MB L3 Cache, 2.50 GHz Up to 4.40 GHz)'}, {'feature': 'RAM: 8GB DDR4-3200 MHz, Storage: 512 GB PCIe NVMe M.2 SSD'}, {'feature': 'Graphics: Intel UHD Graphics 770'}, {'feature': 'Features: HP 125 Wired Mouse & Keyboard'}]","58,000৳",
Desktop,Lenovo ThinkCentre neo 50t Gen 5 Core i3 14th Gen Brand PC,https://www.startech.com.bd/image/cache/catalog/brand-pc/lenovo/thinkcentre-neo-50t-gen-5/thinkcentre-neo-50t-gen-5-01-228x228.webp,"[{'feature': 'Processor: Intel Core i3-14100 (12M Cache, up to 4.7GHz)'}, {'feature': 'RAM: 8GB DDR5-5600MHz, Storage: 512GB M.2 2280 PCIe NVMe SSD'}, {'feature': 'Graphics: Integrated, Intel UHD Graphics 730'}, {'feature': 'Lenovo Original USB Keyboard & Mouse'}]","58,000৳",
Desktop,AMD Ryzen 7 7700 Budget Gaming Desktop PC,https://www.startech.com.bd/image/cache/catalog/desktop-pc/desktop-offer/39241-228x228.webp,"[{'feature': 'AMD Ryzen 7 7700 Gaming Processor'}, {'feature': 'MSI PRO B650M-P DDR5 AMD AM5 mATX Motherboard'}, {'feature': 'TEAM VULCAN RED 8GB DDR5 6000MHz Gaming Desktop RAM'}, {'feature': 'Team MP44L 500GB M.2 PCIe Gen4 NVMe SSD'}]","57,000৳",
Desktop,"AOC A33 Core i5 7th Gen 23.8"" FHD All in One PC",https://www.startech.com.bd/image/cache/catalog/all-in-one-pc/aoc/e33/e33-01-228x228.webp,"[{'feature': 'Processor: Intel Core i5 7400 (6MB Cache, up to 3.50 GHz)'}, {'feature': 'RAM: 16GB DDR3, Storage: 512GB NVMe PCIe SSD'}, {'feature': 'Display: 23.8"" FHD (1920x1080) IPS, 250nits'}, {'feature': 'Features: Built-in 2.0 Stereo Speaker, Wireless Keyboard & Mouse'}]","59,990৳",
Desktop,HP 280 Pro G9 MT Core i3 14th Gen Brand PC,https://www.startech.com.bd/image/cache/catalog/brand-pc/hp-aio/280-pro-g9/280-pro-g9-01-228x228.webp,"[{'feature': 'Processor: Intel Core i3-14100 (12M Cache, up to 4.70 GHz)'}, {'feature': 'Memory: 8GB DDR4, Storage: 512GB NVMe PCIe SSD'}, {'feature': 'Graphics: Integrated, Intel UHD Graphics 770'}, {'feature': 'HP USB Keyboard & Mouse'}]","60,000৳",
Desktop,Dell OptiPlex 7020 MT Core i5 12th Gen Brand PC (Upgraded),https://www.startech.com.bd/image/cache/catalog/brand-pc/dell/optiplex-7020/optiplex-7020-01-228x228.webp,"[{'feature': 'Processor: Intel Core i5-12400 (18MB Cache, Up to 4.4GHz)'}, {'feature': 'RAM: 8GB DDR5 4800 MHz, Storage: 512GB PCIe NVMe SSD'}, {'feature': 'GPU: Integrated Intel UHD Graphics 770'}, {'feature': 'Dell Wired Keyboard & Dell Optical Mouse'}]","60,000৳",
Desktop,Asus NUC 13 Pro Core i5 13th Gen Portable Mini Pc,https://www.startech.com.bd/image/cache/catalog/mini-pc/asus/nuc-13-pro/asus-nuc-13-pro-1-228x228.webp,"[{'feature': 'Processor: Intel Core i5 13420H Processor, cTDP 45W'}, {'feature': 'Graphics: Intel Iris Xe Graphics'}, {'feature': 'WLAN: Intel Wi-Fi 6E (Gig+), Bluetooth 5.2'}, {'feature': 'LAN: Intel Ethernet Controller I226-V, 2.5G'}]","60,500৳",
Desktop,"AOC B911 Core i5 8th Gen 23.8"" Full HD All in One PC With WebCam",https://www.startech.com.bd/image/cache/catalog/all-in-one-pc/aoc/e99-2/e99-2-01-228x228.webp,"[{'feature': 'Processor: Intel Core i5 8400 (9MB Cache, up to 4.00 GHz)'}, {'feature': 'RAM: 16GB DDR3, Storage: 512GB NVMe PCIe SSD'}, {'feature': 'Display: 23.8"" FHD (1920x1080) IPS, Built-in 3MP WebCamera'}, {'feature': 'Features: Built-in 2.0 Stereo Speaker, Wireless Keyboard & Mouse'}]","60,690৳",
Desktop,Acer Veriton MT M4690G Core i5 14th Gen Tower Brand PC,https://www.startech.com.bd/image/cache/catalog/desktop-pc/brand-pc/acer/veriton-m4690g/veriton-m4690g-02-228x228.webp,"[{'feature': 'Processor: Intel 14th Gen Core i5-14400 (up to 4.70 GHz)'}, {'feature': 'RAM: 8GB, Storage: 512GB SSD M.2 NVMe'}, {'feature': 'Acer USB Keyboard & Mouse'}, {'feature': 'Built-in internal Speaker, WiFi, BT'}]","61,000৳",
Desktop,Lenovo ThinkCentre Neo 50t Gen 4 Core i5 13th Gen Brand PC,https://www.startech.com.bd/image/cache/catalog/brand-pc/lenevo/thinkcentre-neo-50t-/thinkcentre-neo-50t-01-228x228.webp,"[{'feature': 'Processor: Intel Core i5-13500 (24M Cache, up to 4.80 GHz)'}, {'feature': 'RAM: 8GB DDR4-3200MHz, Storage: 256GB NVMe SSD'}, {'feature': 'Graphics: Integrated, Intel UHD Graphics 770'}, {'feature': 'Lenovo Original USB Keyboard & Mouse'}]","62,500৳",
Desktop,Lenovo ThinkCentre Neo 50s Gen 4 Core i5 12th Gen 512GB SSD Brand PC,https://www.startech.com.bd/image/cache/catalog/brand-pc/lenovo/thinkcentre-bpc-neo-50s-gen-4/thinkcentre-bpc-neo-50s-gen-4-01-228x228.webp,"[{'feature': 'Processor: Intel Core i5-12500 (up to 4.60 GHz)'}, {'feature': 'RAM: 8GB DDR4-3200MHz, Storage: 512GB SSD'}, {'feature': 'Graphics: Integrated, Intel UHD Graphics 730'}, {'feature': 'Lenovo Original USB Keyboard & Mouse'}]","62,500৳",
